114013;Renato Cario;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
114014;Santo Cusimano;0;Gatti Neri;Nero e Viola;
114015;Stanislao Alessandro Iannone;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
114016;Stefano Carlino;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114017;Daria Marano;0;Aquile Blu;Blu e Bianco;Aquile Volanti
114018;Elio Ciampolillo;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114019;Filippo Maria Sinisi;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
114020;Daisy Danieli;0;Orsi Polari;Bianco e Blu;
114021;Altero Menia;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114022;Giampaolo Vittorio Elio Carpi;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114023;Antonio Gianfranco Donadi;0;Aquile Blu;Blu e Bianco;Aquile Volanti
114024;Fiorello Zizza;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
114025;Aurora Semeraro;0;Ippopotami Viola;Viola e Oro;
114026;Anna Rita Vetrella;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114027;Celestino Perrone;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
114028;Nadia Zecchino;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114029;Giuseppe Onorato Benito Borghese;0;Cavalieri d'Argento;Argento e Blu;
114030;Bianca Maria Fede;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
114031;Amintore Di Piazza;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114032;Ester La Russa;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
114033;Albertino Morselli;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
114034;Linda Bencini;0;Gatti Neri;Nero e Viola;
114035;Patty Gallicchio;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114036;Lionello D'andrea;0;Aquile Reali;Blu e Oro;Reali del Cielo
114037;Fabiola Lotito;0;Orsi Polari;Bianco e Blu;
114038;Sandro Vegas;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114039;Nicoletta Sileri;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114040;Michele Barelli;0;Cavalieri d'Argento;Argento e Blu;
114041;Vilma Malpezzi;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
114042;Fausto Wilde;0;Ippopotami Viola;Viola e Oro;
114043;Michaela Mazzoni;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
114044;Luigi Robol;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
114045;Gian Giacomo Silvestri;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114046;Giuseppe Luigi Salvatore Capelli;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114047;Adele Piglionica;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114048;Elidio Lasagna;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114049;Mario Semenzato;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114050;Ettore Fazio;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
114051;Gianni Lisei;0;Cavalieri d'Argento;Argento e Blu;
114052;Rosario Mattesini;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
114053;Lucrezia Bortolotto;0;Delfini Argentati;Argento e Nero;Onde Argentate
114054;Maria Paola Tancredi;0;Pavoni Reali;Oro e Viola;Ali Reali
114055;Leonardo Pasquini;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
114056;Alfonso Masini;0;Delfini Argentati;Argento e Nero;Onde Argentate
114057;Mariangela Magoni;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114058;Helga Provera;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114059;Bernabo' Alfonzi;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114060;Edoardo Franco;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114061;Lucrezia Vetrella;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
114062;Ludovico Calandrini;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114063;Felicia Mazzatorta;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
114064;Lucia Puglisi;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
114065;Caterina Carbone;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114066;Piero Iannuzzi;0;Orsi Polari;Bianco e Blu;
114067;Carlo Azeglio Daniele Galdi;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114068;Altero Rotondi;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114069;Franco Costantino Bornacin;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
114070;Nitto Francesco Scalfarotto;0;Orsi Polari;Bianco e Blu;
114071;Gaspare Antonio Marano;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114072;Nando Iannone;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
114073;Maria Cecilia Comincini;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
114074;Marta Cabras;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
114075;Calogero Caleo;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
114076;Lorenzo Emilio Giordano;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114077;Cesarino Cassinelli;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114078;Marzia Meleleo;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114079;Grazia Barbato;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
114080;Gianpaolo Consiglio;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114081;Grazia Ricchiuti;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
114082;Nicolo' Gentile;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114083;Stelio Pittelli;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
114084;Giuseppe Francesco Maria Stefano;0;Gatti Neri;Nero e Viola;
114085;Ersilia Casolati;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114086;Lorenzo Emilio Cabras;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114087;Alessio Serra;0;Gatti Neri;Nero e Viola;
114088;Vittorio Poretti;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114089;Aniello Maffioli;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114090;Niccolo' Massucco;0;Aquile Blu;Blu e Bianco;Aquile Volanti
114091;Vidmer Mura;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
114092;Filomeno Biagio Florino;0;Cavalieri d'Argento;Argento e Blu;
114093;Elio Liuzzi;0;Pavoni Reali;Oro e Viola;Ali Reali
114094;Raffaela Cicolani;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114095;Maria Laura De Angelis;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
114096;Donato Sposetti;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
114097;Guido Quintino Spilabotte;0;Pavoni Reali;Oro e Viola;Ali Reali
114098;Milziade Urraro;0;Delfini Argentati;Argento e Nero;Onde Argentate
114099;Marzia Magoni;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
114100;Gelsomina Libe';0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114101;Michaela Nardini;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114102;Rosellina Amorena;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
114103;Milos Silvestri;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114104;Maria Claudia Magorno;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
114105;Sauro Del Roio;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
114106;Daniele Valditara;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
114107;Orietta Gaglione;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114108;Rossana Serena;0;Pinguini Polari;Bianco e Nero;
114109;Michele Arcangelo Comincini;0;Gatti Neri;Nero e Viola;
114110;Guido Cesare Rossa;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
114111;Vittorio Tabladini;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114112;Maria Cristina Thaler Ausserhofer;0;Ippopotami Viola;Viola e Oro;
114113;Cristina Cantalamessa;0;Orsi Polari;Bianco e Blu;
114114;Gian Piero Lo Moro;0;Cavalieri d'Argento;Argento e Blu;
114115;Guido Cesare Formigoni;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114116;Antonio Salvatore Demasi;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
114117;Carlo Bernasconi;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114118;Ilaria Boldrini;0;Delfini Argentati;Argento e Nero;Onde Argentate
114119;Pierpaolo Scoma;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
114120;Federico Lubrano Di Ricco;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
114121;Ida Bianchi;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114122;Ylenia La Russa;0;Aquile Reali;Blu e Oro;Reali del Cielo
114123;Virginia Bettini;0;Delfini Argentati;Argento e Nero;Onde Argentate
114124;Emma Vicari;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114125;Alfonso Milo;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114126;Leonzio D'ascola;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114127;Tancredi Naturale;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114128;Sandro Mautone;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
114129;Carlo Azeglio Lo Moro;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114130;Giorgio Latronico;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114131;Marinella Crisafulli;0;Aquile Reali;Blu e Oro;Reali del Cielo
114132;Elio Gamba;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114133;Ivo Conte;0;Orsi Polari;Bianco e Blu;
114134;Ada Parente;0;Aquile Blu;Blu e Bianco;Aquile Volanti
114135;Alessandra Storace;0;Orsi Polari;Bianco e Blu;
114136;Federico Maiorino;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114137;Nazario Murineddu;0;Aquile Blu;Blu e Bianco;Aquile Volanti
114138;Virginia Lisi;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114139;Susy Crescenzio;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114140;Ricardo Antonio Enriques;0;Cavalieri d'Argento;Argento e Blu;
114141;Rossano Caruso;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
114142;Fabiola Tiraboschi;0;Pinguini Polari;Bianco e Nero;
114143;Armin Urraro;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114144;Antonio Salvatore Rame;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114145;Davide Betta;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
114146;Ciro Pedrizzi;0;Orsi Polari;Bianco e Blu;
114147;Athos Maggiore;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
114148;Paolo Veltri;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114149;Ricardo Antonio Del Vecchio;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114150;Orietta Agoni;0;Pinguini Polari;Bianco e Nero;
114151;Ferdinando Chiaromonte;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114152;Nerina Mussolini;0;Ippopotami Viola;Viola e Oro;
114153;Bartolo Martelli;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
114154;Gavino Contestabile;0;Pavoni Reali;Oro e Viola;Ali Reali
114155;Alessandra Casini;0;Orsi Polari;Bianco e Blu;
114156;Sauro Carcarino;0;Pinguini Polari;Bianco e Nero;
114157;Lucia Bianconi;0;Aquile Blu;Blu e Bianco;Aquile Volanti
114158;Venera Pinzger;0;Delfini Argentati;Argento e Nero;Onde Argentate
114159;Alberto Pietro Maria Cambursano;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
114160;Vidmer Corti;0;Ippopotami Viola;Viola e Oro;
114161;Aleandro Giannuzzi;0;Pavoni Reali;Oro e Viola;Ali Reali
114162;Lorenzo Cardinali;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114163;Giuliano Ceruti;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114164;Mariano Camusso;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114165;Giacomo Nava;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
114166;Adele Naro;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114167;Gianluigi Mancuso;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
114168;Enzo Giorgio Secondo Ciampolillo;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
114169;Fulvia Michela Parente;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
114170;Sandro Palombo;0;Aquile Reali;Blu e Oro;Reali del Cielo
114171;William Alfieri;0;Aquile Blu;Blu e Bianco;Aquile Volanti
114172;Guido Quintino Rosso;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
114173;Gelsomina Cossiga;0;Gatti Neri;Nero e Viola;
114174;Lara Azzollini;0;Pinguini Polari;Bianco e Nero;
114175;Maria Antonietta La Russa;0;Ippopotami Viola;Viola e Oro;
114176;Gennaro Valente;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
114177;Orfeo Palermo;0;Pinguini Polari;Bianco e Nero;
114178;Mariangela Barbaro;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114179;Leana Boco;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114180;Giovanni Corrado;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
114181;Susanna Lina Giulia Zilio;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
114182;Mattia Ruta;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
114183;Rosa Maria Di Giorgi;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114184;Giovanni Pietro Lunardi;0;Ippopotami Viola;Viola e Oro;
114185;Antonio Franco Biondelli;0;Pinguini Polari;Bianco e Nero;
114186;Giacinto Merlo;0;Aquile Reali;Blu e Oro;Reali del Cielo
114187;Gianrico Lumia;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
114188;Vito Claudio Lombardi Satriani;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
114189;Angelo Matrisciano;0;Orsi Polari;Bianco e Blu;
114190;Ada Pagliari;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114191;Domenica Pedrizzi;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114192;Ilaria Centaro;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114193;Bartolo Colombo;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
114194;Danila Giarrusso;0;Cavalieri d'Argento;Argento e Blu;
114195;Pierpaolo Briziarelli;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
114196;Tatjana Mussolini;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
114197;Learco Repetti;0;Pinguini Polari;Bianco e Nero;
114198;Francesca Maria Marconi;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
114199;Cristiano Divella;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
114200;Stanislao Alessandro Crippa;0;Pinguini Polari;Bianco e Nero;
114201;Italo Pegorer;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
114202;Giovanna Sartori;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114203;Nuccio Pedrini;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114204;Monica Papania;0;Pavoni Reali;Oro e Viola;Ali Reali
114205;Nunziante Miglio;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114206;Gian Giacomo Conte;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114207;Alfredo Lusi;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
114208;Irene Lo Giudice;0;Aquile Reali;Blu e Oro;Reali del Cielo
114209;Ferdinando Auddino;0;Pavoni Reali;Oro e Viola;Ali Reali
114210;Marina Liris;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114211;Liliana Bucci;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114212;Alberto Pietro Maria Boscetto;0;Pavoni Reali;Oro e Viola;Ali Reali
114213;Oreste Centaro;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
114214;Nunzia Gasparri;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114215;Adolfo Mugnai;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114216;Maria Virginia Biasco;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
114217;Bianca Maria Granato;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114218;Maria Ida Dolazza;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114219;Massimo Vittorio Cardinali;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114220;Ivana Vacciano;0;Gatti Neri;Nero e Viola;
114221;Donato Tommaso Poretti;0;Pavoni Reali;Oro e Viola;Ali Reali
114222;Norberto Saggese;0;Aquile Reali;Blu e Oro;Reali del Cielo
114223;Pietro Divella;0;Delfini Argentati;Argento e Nero;Onde Argentate
114224;Cecilia Brunale;0;Orsi Polari;Bianco e Blu;
114225;Marino Germano Lauria;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
114226;Gianmarco Cantini;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114227;Licia Gubetti;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114228;Corradino Bilardi;0;Orsi Polari;Bianco e Blu;
114229;Giuseppe De Eccher;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114230;Giovanni Pietro Zambrino;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114231;Adelaide Cottarelli;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114232;Julia Scarpetti;0;Aquile Reali;Blu e Oro;Reali del Cielo
114233;Gian Carlo Segre;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114234;Alessandro Gasbarri;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114235;Gabriele Provera;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
114236;Loredana Casoli;0;Aquile Blu;Blu e Bianco;Aquile Volanti
114237;Enzo Giorgio Secondo Nicita;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
114238;Remigio Moscardelli;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114239;Stelio Ginetti;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114240;Rosario Villari;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114241;Elia Brignone;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
114242;Angela Anna Bruna De Priamo;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
114243;Corrado Giordano;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114244;Lanfranco Bertoni;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114245;Nazario Della Seta;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
114246;Demetrio Stracquadanio;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114247;Gian Pietro Fantetti;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
114248;Maria Luisa Manca;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114249;Ricardo Antonio Marti;0;Orsi Polari;Bianco e Blu;
114250;Dino Antolini;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114251;Gilberto Mauro;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
114252;Mauro Maria Bratina;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114253;Pamela Giacoma Giovanna Speziali;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114254;Beppe Luzi;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
114255;Giampaolo Vittorio Elio Fazzolari;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114256;Francesca Pedrazzini;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114257;Beppe Malvano;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114258;Doriano Lombardi Satriani;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114259;Eva Piatti;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114260;Oscar Luigi Salerno;0;Pavoni Reali;Oro e Viola;Ali Reali
114261;Valerio Langella;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
114262;Martino Borgonzoni;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114263;Lorenzo Guidi;0;Gatti Neri;Nero e Viola;
114264;Valentino Selva;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
114265;Meinhard Greco;0;Cavalieri d'Argento;Argento e Blu;
114266;Graziano Casolati;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
114267;Gianclaudio Bonadonna;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114268;Elvira Lucia Digilio;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
114269;Rosanna Saia;0;Gatti Neri;Nero e Viola;
114270;Lodovico Nicita;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114271;Sebastiano Fumagalli Carulli;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
114272;Alessia Stanca;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
114273;Alessandrina Maiorino;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114274;Margherita Tronti;0;Aquile Reali;Blu e Oro;Reali del Cielo
114275;Pasquale Endrizzi;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114276;Bernabo' Manis;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
114277;Rossano Pardini;0;Orsi Polari;Bianco e Blu;
114278;Vasco Serena;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
114279;Angela Bizzotto;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114280;Luciano Zeller;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
114281;Ylenia D'onofrio;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114282;Enzo Giorgio Secondo Leddi;0;Aquile Blu;Blu e Bianco;Aquile Volanti
114283;Vincenzo Maria Baldini;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
114284;Gian Carlo Cucchi;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
114285;Marcello Follieri;0;Gatti Neri;Nero e Viola;
114286;Achille Lunesu;0;Delfini Argentati;Argento e Nero;Onde Argentate
114287;Ferdinando Riccardi;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114288;Ludovico Giai;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
114289;Gino Sarro;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
114290;Tullio Pepe;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
114291;Candido Bocca;0;Orsi Polari;Bianco e Blu;
114292;Gavino Pirro;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114293;Hans Padua;0;Ippopotami Viola;Viola e Oro;
114294;Romualdo Vittorio Fusillo;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
114295;Vincenza Ricciardi;0;Gatti Neri;Nero e Viola;
114296;Monica Orru';0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
114297;Pierluigi Borea;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
114298;Nunzia Cotti;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114299;Angelo Maria Minuto;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
114300;Carlo Luigi Serafini;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
114301;Rocco Bugnano;0;Cavalieri d'Argento;Argento e Blu;
114302;Livia Sollo;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114303;Mariarosaria Cucca;0;Aquile Reali;Blu e Oro;Reali del Cielo
114304;Maria Fortuna Gaudiano;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114305;Antonio Stefano Maiorino;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
114306;Ulisse De Vecchis;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
114307;Marina De Eccher;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
114308;Cinzia Maria Marilotti;0;Ippopotami Viola;Viola e Oro;
114309;Bianca Laura Sciascia;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114310;Agostino D'elia;0;Cavalieri d'Argento;Argento e Blu;
114311;Ciro Santini;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
114312;Tino Strano;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
114313;Vittoria Scarpinato;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
114314;Angela Anna Bruna Leone;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
114315;Fabio Mangili;0;Aquile Reali;Blu e Oro;Reali del Cielo
114316;Candido De Paoli;0;Aquile Blu;Blu e Bianco;Aquile Volanti
114317;Gabriele Marconi;0;Pinguini Polari;Bianco e Nero;
114318;Venera Bruno Ganeri;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114319;Armando Vigevani;0;Aquile Reali;Blu e Oro;Reali del Cielo
114320;Anna Cinzia Pinto;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
114321;Manfred Tecce;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114322;Ettore Larizza;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
114323;Vincenzo Ruggero Mancini;0;Delfini Argentati;Argento e Nero;Onde Argentate
114324;Diana Mantovano;0;Pavoni Reali;Oro e Viola;Ali Reali
114325;Alfredo Bergonzi;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114326;Oscar Luigi Volcic;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
114327;Donato Fuda;0;Pavoni Reali;Oro e Viola;Ali Reali
114328;Raffaella Borroni;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114329;Nunziante Cardinali;0;Pinguini Polari;Bianco e Nero;
114330;Lidia Tunis;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
114331;Felice Carlo Chiurazzi;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114332;Esteban Juan Ruggeri;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
114333;Fernando Caligiuri;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
114334;Corradino Righetti;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
114335;Nazario D'adda;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
114336;Pierluigi Bugnano;0;Rinoceronti Blu;Verde e Argento;Rino Blu
114337;Maria Grazia De Zulueta;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
